name,nation,remarks,website,available_number,language_condition,one_year_available,course_restriction,not_major_course,keyword,satisfaction,went_number,went_major,image_url
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
,,,,,,,,,[],4.24,423,"['의상학과', '글로벌경제학과', '경영학과', '심리학과', '식품생명공학과', '행정학과', '문헌정보학과', '신문방송학과', '러시아어문학과', '유학동양학과', '독어독문학과', '프랑스어문학과', '글로벌경영학과', '경제학과', '영어영문학과', '통계학과', '한문교육과', '영상학과', '철학과', '글로벌리더학부', '한문학과', '사회복지학과', '건축학과', '화학과', '국어국문학과', '사회학과', '바이오메카트로닉스학과', '반도체시스템공학과', '전자전기공학부', '정치외교학과', '시스템경영공학과', '사학과', '미디어커뮤니케이션학과', '건설환경공학부', '중어중문학과', '기계공학부', '화학공학/고분자공학부', '신소재공학부', '컴퓨터교육과', '융합생명공학과', '아동청소년학과', '스포츠과학과', '무용학과', '글로벌융합학부', '교육학과', '생명과학과', '디자인학과', '미술학과', '소프트웨어학과']",
